# date            round  word                  result  mode  input                 seconds
2026-09-10        R8     week                  O       type  -                     0
2026-09-10        R8     minute                O       type  -                     0
2026-09-10        R9     weather               X       type  -                     0
2026-09-10        R9     borrow                X       type  -                     0
2026-09-10        R9     quiet                 X       type  -                     0
2026-09-10        R9     quite                 X       type  -                     0
2026-09-10        R9     heavy                 X       type  -                     0
2026-09-10        R9     difficult             X       type  -                     0
2026-09-10        R9     breakfast             X       type  -                     0
2026-09-10        R9     animal                O       type  -                     0
2026-09-10        R9     always                O       type  -                     0
2026-09-10        R9     because               X       type  -                     0
2026-09-10        R9     hospital              O       type  -                     0
2026-09-10        R9     favorite              X       type  -                     0
2026-09-10        R10    dinner                O       type  -                     0
2026-09-10        R10    library               O       type  -                     0
2026-09-10        R10    birthday              X       type  -                     0
2026-09-10        R10    expensive             X       type  -                     0
2026-09-10        R10    delicious             X       type  -                     0
2026-09-10        R10    umbrella              X       type  -                     0
2026-09-10        R10    bicycle               O       type  -                     0
2026-09-10        R10    doctor                O       type  -                     0
2026-09-10        R10    restaurant            X       type  -                     0
2026-09-10        R10    vegetable             X       type  -                     0
2026-09-10        R10    weekend               O       type  -                     0
2026-09-10        R10    homework              O       type  -                     0
2026-09-10        R11    lunch                 O       type  -                     0
2026-09-10        R11    sister                O       type  -                     0
2026-09-10        R11    student               O       type  -                     0
2026-09-10        R11    bread                 X       type  -                     0
2026-09-10        R11    bird                  O       type  -                     0
2026-09-10        R11    tree                  O       type  -                     0
2026-09-10        R11    three                 O       type  -                     0
2026-09-10        R11    flower                O       type  -                     0
2026-09-10        R11    house                 O       type  -                     0
2026-09-10        R11    hot                   O       type  -                     0
2026-09-10        R11    snow                  O       type  -                     0
2026-09-10        R11    bus                   O       type  -                     0
2026-09-10        R12    store                 X       type  -                     0
2026-09-10        R12    park                  O       type  -                     0
2026-09-10        R12    river                 O       type  -                     0
2026-09-10        R12    paper                 O       type  -                     0
2026-09-10        R12    pencil                O       type  -                     0
2026-09-10        R12    letter                X       type  -                     0
2026-09-10        R12    later                 O       type  -                     0
2026-09-10        R12    train                 O       type  -                     0
2026-09-10        R12    clock                 O       type  -                     0
2026-09-10        R12    shoes                 O       type  -                     0
2026-09-10        R12    cook                  X       type  -                     0
2026-09-10        R12    corner                X       type  -                     0
2026-09-10        R13    floor                 X       type  -                     0
2026-09-10        R13    flour                 X       type  -                     0
2026-09-10        R13    grass                 X       type  -                     0
2026-09-10        R13    glass                 X       type  -                     0
2026-09-10        R13    bottle                X       type  -                     0
2026-09-10        R13    spoon                 X       type  -                     0
2026-09-10        R13    towel                 X       type  -                     0
2026-09-10        R13    tower                 X       type  -                     0
2026-09-10        R13    beach                 X       type  -                     0
2026-09-10        R13    bridge                X       type  -                     0
2026-09-10        R13    cloud                 O       type  -                     0
2026-09-10        R13    ground                X       type  -                     0
2026-09-10        R14    cake                  X       type  -                     0
2026-09-10        R14    ball                  O       type  -                     0
2026-09-10        R14    girl                  O       type  -                     0
2026-09-10        R14    farm                  X       type  -                     0
2026-09-10        R14    winter                O       type  -                     0
2026-09-10        R14    market                X       type  -                     0
2026-09-10        R14    ticket                O       type  -                     0
2026-09-10        R14    garden                X       type  -                     0
2026-09-10        R14    exercise              X       type  -                     0
2026-09-10        R14    careful               X       type  -                     0
2026-09-10        R14    dangerous             X       type  -                     0
2026-09-10        R14    invite                X       type  -                     0
2026-09-10        R15    hat                   O       type  -                     0
2026-09-10        R15    egg                   O       type  -                     0
2026-09-10        R15    fish                  O       type  -                     0
2026-09-10        R15    hand                  O       type  -                     0
2026-09-10        R15    foot                  O       type  -                     0
2026-09-10        R15    rain                  O       type  -                     0
2026-09-10        R15    star                  X       type  -                     0
2026-09-10        R15    moon                  O       type  -                     0
2026-09-10        R15    king                  O       type  -                     0
2026-09-10        R15    gift                  O       type  -                     0
2026-09-10        R15    song                  O       type  -                     0
2026-09-10        R15    duck                  O       type  -                     0
2026-09-10        R16    neck                  O       type  -                     0
2026-09-10        R16    knee                  X       type  -                     0
2026-09-10        R16    spring                O       type  -                     0
2026-09-10        R16    shirt                 X       type  -                     0
2026-09-10        R16    skirt                 X       type  -                     0
2026-09-10        R16    sock                  X       type  -                     0
2026-09-10        R16    glove                 X       type  -                     0
2026-09-10        R16    autumn                X       type  -                     0
2026-09-10        R16    bathroom              X       type  -                     0
2026-09-10        R16    pocket                X       type  -                     0
2026-09-10        R16    rocket                X       type  -                     0
2026-09-10        R16    finger                X       type  -                     0
2026-09-10        R17    beef                  O       type  -                     0
2026-09-10        R17    pork                  O       type  -                     0
2026-09-10        R17    chicken               X       type  -                     0
2026-09-10        R17    soup                  O       type  -                     0
2026-09-10        R17    noodles               X       type  -                     0
2026-09-10        R17    juice                 O       type  -                     0
2026-09-10        R17    sugar                 X       type  -                     0
2026-09-10        R17    salt                  X       type  -                     0
2026-09-10        R17    plate                 X       type  -                     0
2026-09-10        R17    knife                 X       type  -                     0
2026-09-10        R17    busy                  O       type  -                     0
2026-09-10        R18    face                  O       type  -                     0
2026-09-10        R18    hair                  O       type  -                     0
2026-09-10        R18    mouth                 O       type  -                     0
2026-09-10        R18    nose                  O       type  -                     0
2026-09-10        R18    ear                   O       type  -                     0
2026-09-10        R18    tooth                 O       type  -                     0
2026-09-10        R18    arm                   X       type  -                     0
2026-09-10        R18    leg                   O       type  -                     0
2026-09-10        R18    eye                   O       type  -                     0
2026-09-10        R18    head                  O       type  -                     0
2026-09-10        R18    cat                   O       type  -                     0
2026-09-10        R19    rock                  O       type  -                     0
2026-09-10        R19    sock                  X       type  -                     0
2026-09-10        R19    lock                  O       type  -                     0
2026-09-10        R19    chalk                 X       type  -                     0
2026-09-10        R19    shark                 X       type  -                     0
2026-09-10        R19    sheep                 O       type  -                     0
2026-09-10        R19    sheet                 X       type  -                     0
2026-09-10        R19    wolf                  O       type  -                     0
2026-09-10        R19    wing                  X       type  -                     0
2026-09-10        R19    tail                  X       type  -                     0
2026-09-10        R19    big                   O       type  -                     0
2026-09-10        R20    lamp                  X       type  -                     0
2026-09-10        R20    lamb                  X       type  -                     0
2026-09-10        R20    cave                  X       type  -                     0
2026-09-10        R20    wave                  X       type  -                     0
2026-09-10        R20    nail                  X       type  -                     0
2026-09-10        R20    mail                  O       type  -                     0
2026-09-10        R20    coin                  O       type  -                     0
2026-09-10        R20    corn                  X       type  -                     0
2026-09-10        R20    pin                   X       type  -                     0
2026-09-10        R20    pan                   X       type  -                     0
2026-09-10        R20    eat                   O       type  -                     0
2026-09-10        R21    bank                  O       type  -                     0
2026-09-10        R21    hotel                 X       type  -                     0
2026-09-10        R21    police                O       type  -                     0
2026-09-10        R21    nurse                 X       type  -                     0
2026-09-10        R21    farmer                O       type  -                     0
2026-09-10        R21    driver                X       type  -                     0
2026-09-10        R21    singer                O       type  -                     0
2026-09-10        R21    actor                 O       type  -                     0
2026-09-10        R21    uncle                 O       type  -                     0
2026-09-10        R21    cousin                X       type  -                     0
2026-09-10        R21    red                   O       type  -                     0
2026-09-10        R22    blue                  X       type  -                     0
2026-09-10        R22    black                 O       type  -                     0
2026-09-10        R22    white                 O       type  -                     0
2026-09-10        R22    yellow                O       type  -                     0
2026-09-10        R22    pink                  O       type  -                     0
2026-09-10        R22    purple                X       type  -                     0
2026-09-10        R22    orange                O       type  -                     0
2026-09-10        R22    gray                  X       type  -                     0
2026-09-10        R22    gold                  O       type  -                     0
2026-09-10        R22    silver                O       type  -                     0
2026-09-10        R22    book                  O       type  -                     0
2026-09-10        R23    tiger                 O       type  -                     0
2026-09-10        R23    Monday                O       type  -                     0
2026-09-10        R23    spoon                 X       type  -                     0
2026-09-10        R23    cheap                 X       type  -                     0
2026-09-10        R23    bedroom               O       type  -                     0
2026-09-10        R23    horse                 O       type  -                     0
2026-09-10        R23    April                 X       type  -                     0
2026-09-10        R23    towel                 X       type  -                     0
2026-09-10        R23    quick                 O       type  -                     0
2026-09-10        R23    window                O       type  -                     0
2026-09-10        R23    cold                  O       type  -                     0
2026-09-10        R24    dolphin               X       type  -                     0
2026-09-10        R24    Sunday                X       type  -                     0
2026-09-10        R24    towel                 O       type  -                     0
2026-09-10        R24    sofa                  O       type  -                     0
2026-09-10        R24    August                X       type  -                     0
2026-09-10        R24    rabbit                O       type  -                     0
2026-09-10        R24    slow                  O       type  -                     0
2026-09-10        R24    pot                   X       type  -                     0
2026-09-10        R24    Friday                O       type  -                     0
2026-09-10        R24    monkey                O       type  -                     0
2026-09-10        R24    give                  O       type  -                     0
2026-09-10        R25    elephant              O       type  -                     0
2026-09-10        R25    snake                 O       type  -                     0
2026-09-10        R25    March                 X       type  -                     0
2026-09-10        R25    evening               X       type  -                     0
2026-09-10        R25    mirror                X       type  -                     0
2026-09-10        R25    butter                X       type  -                     0
2026-09-10        R25    cheese                X       type  -                     0
2026-09-10        R25    dirty                 O       type  -                     0
2026-09-10        R25    swim                  X       type  -                     0
2026-09-10        R25    climb                 X       type  -                     0
2026-09-10        R25    friend                O       type  -                     0
2026-09-10        R26    pig                   O       type  -                     0
2026-09-10        R26    cow                   O       type  -                     0
2026-09-10        R26    tomorrow              O       type  -                     0
2026-09-10        R26    noon                  X       type  -                     0
2026-09-10        R26    roof                  X       type  -                     0
2026-09-10        R26    wall                  X       type  -                     0
2026-09-10        R26    candy                 O       type  -                     0
2026-09-10        R26    sing                  X       type  -                     0
2026-09-10        R26    tall                  O       type  -                     0
2026-09-10        R26    short                 O       type  -                     0
2026-09-10        R26    walk                  O       type  -                     0
2026-09-10        R27    bear                  O       type  -                     0
2026-09-10        R27    lion                  O       type  -                     0
2026-09-10        R27    hour                  O       type  -                     0
2026-09-10        R27    desk                  O       type  -                     0
2026-09-10        R27    cookie                O       type  -                     0
2026-09-10        R27    cry                   O       type  -                     0
2026-09-10        R27    laugh                 X       type  -                     0
2026-09-10        R27    young                 O       type  -                     0
2026-09-10        R27    salad                 X       type  -                     0
2026-09-10        R27    shelf                 X       type  -                     0
2026-09-10        R27    door                  O       type  -                     0
2026-09-10        R28    boy                   O       type  -                     0
2026-09-10        R28    goat                  O       type  -                     0
2026-09-10        R28    month                 O       type  -                     0
2026-09-10        R28    curtain               X       type  -                     0
2026-09-10        R28    onion                 X       type  -                     0
2026-09-10        R28    throw                 X       type  -                     0
2026-09-10        R28    catch                 X       type  -                     0
2026-09-10        R28    old                   O       type  -                     0
2026-09-10        R28    wet                   X       type  -                     0
2026-09-10        R28    clever                X       type  -                     0
2026-09-10        R28    new                   O       type  -                     0
2026-09-10        R29    frog                  O       type  -                     0
2026-09-10        R29    ant                   O       type  -                     0
2026-09-10        R29    year                  O       type  -                     0
2026-09-10        R29    key                   O       type  -                     0
2026-09-10        R29    box                   O       type  -                     0
2026-09-10        R29    cup                   O       type  -                     0
2026-09-10        R29    sit                   X       type  -                     0
2026-09-10        R29    stand                 X       type  -                     0
2026-09-10        R29    loud                  X       type  -                     0
2026-09-10        R29    thin                  X       type  -                     0
2026-09-10        R29    money                 O       type  -                     0
2026-09-10        R30    push                  O       type  -                     0
2026-09-10        R30    pull                  O       type  -                     0
2026-09-10        R30    safe                  O       type  -                     0
2026-09-10        R30    river                 O       type  -                     0
2026-09-10        R30    rain                  O       type  -                     0
2026-09-10        R30    friend                O       type  -                     0
2026-09-10        R30    close                 O       type  -                     0
2026-09-10        R30    name                  O       type  -                     0
2026-09-11        R31    July                  X       type  -                     0
2026-09-11        R31    plant                 X       type  -                     0
2026-09-11        R31    bowl                  X       type  -                     0
2026-09-11        R31    carrot                X       type  -                     0
2026-09-11        R31    spider                O       type  -                     0
2026-09-11        R31    warm                  X       type  -                     0
2026-09-11        R31    wash                  X       type  -                     0
2026-09-11        R31    wind                  X       type  -                     0
2026-09-11        R31    potato                O       type  -                     0
2026-09-11        R31    morning               O       type  -                     0
2026-09-11        R32    sky                   O       type  -                     0
2026-09-11        R32    fork                  O       type  -                     0
2026-09-11        R32    jam                   X       type  -                     0
2026-09-11        R32    thirsty               X       type  -                     0
2026-09-11        R32    sad                   O       type  -                     0
2026-09-11        R32    afraid                X       type  -                     0
2026-09-11        R32    butterfly             O       type  -                     0
2026-09-11        R32    pillow                X       type  -                     0
2026-09-11        R32    blanket               X       type  -                     0
2026-09-11        R32    garage                X       type  -                     0
2026-09-11        R32    open                  X       type  -                     0
2026-09-11        R33    ship                  X       type  -                     0
2026-09-11        R33    plane                 X       type  -                     0
2026-09-11        R33    ice                   O       type  -                     0
2026-09-11        R33    sun                   O       type  -                     0
2026-09-11        R33    dream                 X       type  -                     0
2026-09-11        R33    hope                  O       type  -                     0
2026-09-11        R33    soap                  X       type  -                     0
2026-09-11        R33    comb                  X       type  -                     0
2026-09-11        R33    towel                 O       type  -                     0
2026-09-11        R33    cousin                X       type  -                     0
2026-09-11        R33    listen                O       type  -                     0
2026-09-11        R34    rose                  O       type  -                     0
2026-09-11        R34    grape                 X       type  -                     0
2026-09-11        R34    lemon                 O       type  -                     0
2026-09-11        R34    knock                 X       type  -                     0
2026-09-11        R34    touch                 X       type  -                     0
2026-09-11        R34    shout                 X       type  -                     0
2026-09-11        R34    brave                 X       type  -                     0
2026-09-11        R34    lazy                  O       type  -                     0
2026-09-11        R34    fever                 X       type  -                     0
2026-09-11        R34    summer                X       type  -                     0
2026-09-11        R34    happy                 O       type  -                     0
2026-09-11        R35    island                X       type  -                     0
2026-09-11        R35    desert                X       type  -                     0
2026-09-11        R35    insect                X       type  -                     0
2026-09-11        R35    wallet                X       type  -                     0
2026-09-11        R35    ruler                 X       type  -                     0
2026-09-11        R35    eraser                X       type  -                     0
2026-09-11        R35    stamp                 X       type  -                     0
2026-09-11        R35    basket                X       type  -                     0
2026-09-11        R35    ladder                X       type  -                     0
2026-09-11        R35    honey                 O       type  -                     0
2026-09-11        R35    give                  O       type  -                     0
2026-09-11        R36    bed                   O       type  -                     0
2026-09-11        R36    toy                   O       type  -                     0
2026-09-11        R36    doll                  O       type  -                     0
2026-09-11        R36    kite                  X       type  -                     0
2026-09-11        R36    read                  O       type  -                     0
2026-09-11        R36    write                 O       type  -                     0
2026-09-11        R36    draw                  X       type  -                     0
2026-09-11        R36    count                 O       type  -                     0
2026-09-11        R36    baby                  O       type  -                     0
2026-09-11        R36    zoo                   O       type  -                     0
2026-09-11        R36    tired                 O       type  -                     0
2026-09-11        R37    aunt                  X       type  -                     0
2026-09-11        R37    niece                 X       type  -                     0
2026-09-11        R37    guest                 X       type  -                     0
2026-09-11        R37    neighbor              X       type  -                     0
2026-09-11        R37    village               X       type  -                     0
2026-09-11        R37    queen                 O       type  -                     0
2026-09-11        R37    prince                X       type  -                     0
2026-09-11        R37    bread                 X       type  -                     0
2026-09-11        R37    grass                 X       type  -                     0
2026-09-11        R37    juice                 O       type  -                     0
2026-09-11        R37    clean                 O       type  -                     0
2026-09-11        R38    forest                X       type  -                     0
2026-09-11        R38    mountain              X       type  -                     0
2026-09-11        R38    lake                  X       type  -                     0
2026-09-11        R38    hill                  X       type  -                     0
2026-09-11        R38    field                 X       type  -                     0
2026-09-11        R38    stone                 X       type  -                     0
2026-09-11        R38    sand                  X       type  -                     0
2026-09-11        R38    seed                  X       type  -                     0
2026-09-11        R38    leaf                  X       type  -                     0
2026-09-11        R38    branch                O       type  -                     0
2026-09-11        R38    buy                   O       type  -                     0
2026-09-11        R39    man                   O       type  -                     0
2026-09-11        R39    woman                 O       type  -                     0
2026-09-11        R39    car                   O       type  -                     0
2026-09-11        R39    taxi                  O       type  -                     0
2026-09-11        R39    street                O       type  -                     0
2026-09-11        R39    shop                  O       type  -                     0
2026-09-11        R39    city                  O       type  -                     0
2026-09-11        R39    town                  O       type  -                     0
2026-09-11        R39    home                  O       type  -                     0
2026-09-11        R39    phone                 O       type  -                     0
2026-09-11        R39    help                  O       type  -                     0
2026-09-11        R40    airport               X       type  -                     0
2026-09-11        R40    station               X       type  -                     0
2026-09-11        R40    office                O       type  -                     0
2026-09-11        R40    stairs                X       type  -                     0
2026-09-11        R40    gate                  X       type  -                     0
2026-09-11        R40    seat                  X       type  -                     0
2026-09-11        R40    map                   O       type  -                     0
2026-09-11        R40    road                  O       type  -                     0
2026-09-11        R40    sign                  X       type  -                     0
2026-09-11        R40    line                  O       type  -                     0
2026-09-11        R40    play                  O       type  -                     0
2026-09-11        R41    tea                   O       type  -                     0
2026-09-11        R41    coffee                O       type  -                     0
2026-09-11        R41    banana                O       type  -                     0
2026-09-11        R41    chocolate             X       type  -                     0
2026-09-11        R41    sandwich              O       type  -                     0
2026-09-11        R41    hamburger             O       type  -                     0
2026-09-11        R41    pizza                 O       type  -                     0
2026-09-11        R41    dumpling              X       type  -                     0
2026-09-11        R41    menu                  O       type  -                     0
2026-09-11        R41    waiter                X       type  -                     0
2026-09-11        R41    wait                  O       type  -                     0
2026-09-11        R42    fly                   O       type  -                     0
2026-09-11        R42    fire                  O       type  -                     0
2026-09-11        R42    football              O       type  -                     0
2026-09-11        R42    mock                  O       type  -                     0
2026-09-11        R42    ghost                 X       type  -                     0
2026-09-11        R42    magic                 O       type  -                     0
2026-09-11        R42    robot                 O       type  -                     0
2026-09-11        R42    alien                 X       type  -                     0
2026-09-11        R42    hero                  O       type  -                     0
2026-09-11        R42    team                  O       type  -                     0
2026-09-11        R42    answer                O       type  -                     0
2026-09-11        R43    computer              O       type  -                     0
2026-09-11        R43    keyboard              O       type  -                     0
2026-09-11        R43    mouse                 O       type  -                     0
2026-09-11        R43    screen                X       type  -                     0
2026-09-11        R43    battery               X       type  -                     0
2026-09-11        R43    cable                 X       type  -                     0
2026-09-11        R43    button                X       type  -                     0
2026-09-11        R43    camera                O       type  -                     0
2026-09-11        R43    radio                 X       type  -                     0
2026-09-11        R43    watch                 O       type  -                     0
2026-09-11        R43    remember              O       type  -                     0
2026-09-11        R44    sick                  O       type  -                     0
2026-09-11        R44    medicine              X       type  -                     0
2026-09-11        R44    patient               X       type  -                     0
2026-09-11        R44    healthy               X       type  -                     0
2026-09-11        R44    illness               X       type  -                     0
2026-09-11        R44    cough                 X       type  -                     0
2026-09-11        R44    rainbow               X       type  -                     0
2026-09-11        R44    storm                 X       type  -                     0
2026-09-11        R44    cloud                 O       type  -                     0
2026-09-11        R44    kind                  O       type  -                     0
2026-09-11        R44    umbrella              X       type  -                     0
2026-09-11        R45    beautiful             O       type  -                     0
2026-09-11        R45    ugly                  X       type  -                     0
2026-09-11        R45    smart                 O       type  -                     0
2026-09-11        R45    boring                X       type  -                     0
2026-09-11        R45    funny                 O       type  -                     0
2026-09-11        R45    serious               X       type  -                     0
2026-09-11        R45    nervous               X       type  -                     0
2026-09-11        R45    shy                   X       type  -                     0
2026-09-11        R45    proud                 X       type  -                     0
2026-09-11        R45    jealous               X       type  -                     0
2026-09-11        R45    school                X       type  -                     0
2026-09-11        R45    umbrella              O       type  -                     0
2026-09-11        R46    season                O       type  -                     0
2026-09-11        R46    spring                O       type  -                     0
2026-09-11        R46    holiday               X       type  -                     0
2026-09-11        R46    vacation              X       type  -                     0
2026-09-11        R46    calendar              O       type  -                     0
2026-09-11        R46    date                  X       type  -                     0
2026-09-11        R46    event                 X       type  -                     0
2026-09-11        R46    school                O       type  -                     0
2026-09-11        R47    weekday               X       type  -                     0
2026-09-11        R47    schedule              O       type  -                     0
2026-09-11        R47    history               O       type  -                     0
2026-09-11        R47    science               X       type  -                     0
2026-09-11        R47    math                  O       type  -                     0
2026-09-11        R47    art                   O       type  -                     0
2026-09-11        R47    subject               X       type  -                     0
2026-09-11        R47    test                  O       type  -                     0
2026-09-11        R47    grade                 X       type  -                     0
2026-09-11        R47    lesson                X       type  -                     0
2026-09-11        R47    homework              X       type  -                     0
2026-09-11        R1     bag                   O       type  -                     0
2026-09-11        R1     pear                  X       type  -                     0
2026-09-11        R1     watermelon            X       type  -                     0
2026-09-11        R1     strawberry            O       type  -                     0
2026-09-11        R1     mango                 O       type  -                     0
2026-09-11        R1     tissue                X       type  -                     0
2026-09-11        R1     trash                 X       type  -                     0
2026-09-11        R1     zebra                 X       type  -                     0
2026-09-11        R1     owl                   X       type  -                     0
2026-09-11        R1     cage                  X       type  -                     0
2026-09-11        R1     recycle               X       type  -                     0
2026-09-11        R2     lettuce               X       type  -                     0
2026-09-11        R2     broccoli              X       type  -                     0
2026-09-11        R2     bee                   O       type  -                     0
2026-09-11        R2     beetle                X       type  -                     0
2026-09-11        R2     squirrel              X       type  -                     0
2026-09-11        R2     shadow                X       type  -                     0
2026-09-11        R2     flag                  O       type  -                     0
2026-09-11        R2     drum                  X       type  -                     0
2026-09-11        R2     bell                  X       type  -                     0
2026-09-11        R2     bubble                X       type  -                     0
2026-09-11        R2     bag                   O       type  -                     0
2026-09-11        R3     cheek                 X       type  -                     0
2026-09-11        R3     chin                  X       type  -                     0
2026-09-11        R3     forehead              X       type  -                     0
2026-09-11        R3     elbow                 X       type  -                     0
2026-09-11        R3     wrist                 X       type  -                     0
2026-09-11        R3     ankle                 X       type  -                     0
2026-09-11        R3     thumb                 X       type  -                     0
2026-09-11        R3     palm                  X       type  -                     0
2026-09-11        R3     beard                 X       type  -                     0
2026-09-11        R3     mustache              X       type  -                     0
2026-09-11        R3     strawberry            O       type  -                     0
2026-09-11        R4     envelope              X       type  -                     0
2026-09-11        R4     stapler               X       type  -                     0
2026-09-11        R4     scissors              X       type  -                     0
2026-09-11        R4     glue                  X       type  -                     0
2026-09-11        R4     tape                  X       type  -                     0
2026-09-11        R4     folder                O       type  -                     0
2026-09-11        R4     notebook              O       type  -                     0
2026-09-11        R4     calculator            X       type  -                     0
2026-09-11        R4     backpack              X       type  -                     0
2026-09-11        R4     crayon                X       type  -                     0
2026-09-11        R4     mango                 O       type  -                     0
2026-09-11        R5     thunder               X       type  -                     0
2026-09-11        R5     lightning             X       type  -                     0
2026-09-11        R5     fog                   X       type  -                     0
2026-09-11        R5     drought               X       type  -                     0
2026-09-11        R5     flood                 X       type  -                     0
2026-09-11        R5     temperature           X       type  -                     0
2026-09-11        R5     degree                X       type  -                     0
2026-09-11        R5     puddle                X       type  -                     0
2026-09-11        R5     breeze                X       type  -                     0
2026-09-11        R5     humid                 X       type  -                     0
2026-09-11        R5     bee                   O       type  -                     0
2026-09-11        R6     sock                  X       type  -                     0
2026-09-11        R6     glove                 X       type  -                     0
2026-09-11        R6     umbrella              O       type  -                     0
2026-09-11        R6     candle                X       type  -                     0
2026-09-11        R6     mirror                O       type  -                     0
2026-09-11        R6     brush                 O       type  -                     0
2026-09-11        R6     comb                  X       type  -                     0
2026-09-11        R6     soap                  X       type  -                     0
2026-09-11        R6     towel                 X       type  -                     0
2026-09-11        R6     blanket               X       type  -                     0
2026-09-11        R6     bag                   O       type  -                     0
2026-09-11        R7     kettle                X       type  -                     0
2026-09-11        R7     fridge                X       type  -                     0
2026-09-11        R7     oven                  X       type  -                     0
2026-09-11        R7     microwave             X       type  -                     0
2026-09-11        R7     sink                  X       type  -                     0
2026-09-11        R7     faucet                X       type  -                     0
2026-09-11        R7     broom                 X       type  -                     0
2026-09-11        R7     mop                   X       type  -                     0
2026-09-11        R7     vacuum                X       type  -                     0
2026-09-11        R7     laundry               X       type  -                     0
2026-09-11        R7     umbrella              O       type  -                     0
2026-09-11        R8     bench                 X       type  -                     0
2026-09-11        R8     kick                  X       type  -                     0
2026-09-11        R8     jar                   X       type  -                     0
2026-09-11        R8     rope                  X       type  -                     0
2026-09-11        R8     yard                  X       type  -                     0
2026-09-11        R8     nap                   X       type  -                     0
2026-09-11        R8     pond                  X       type  -                     0
